Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,polarity,sentiment
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:19.000Z,"dahil sa ating sama-samang paninindigan sa nagdaang transport strike, nagawa natin ang mga tagumpay na ito!#notojeepneyphaseout#notopuvphaseout",1.0,1,7,0,neutral
PARA sa #ProPeopleTransport!,@PARA_AIT,2023-03-09T04:30:12.000Z,"tagumpay tayo! matapos ang dalawang araw ng malawakang tigil pasada, hinarap ng malacañang ang piston at manibela noong isang araw (mar. 7 ,2023) para talakayin ang mga isyu at panawagan natin kaakibat ng puv modernization program (puvmp)#notojeepneyphaseout#notopuvphaseout",1.0,30,75,1,positive
MEMERIST YAN?,@MemeristYan,2023-03-09T04:29:59.000Z,#notojeepneyphaseout,,,,0,neutral
Kyle Gamana,@kyle_efdzhi,2023-03-09T04:22:01.000Z,replying to @businessmirror,,,,0,neutral
Kyle Gamana,@kyle_efdzhi,2023-03-09T04:21:02.000Z,replying to @businessmirror,,,,0,neutral
Khryss Arañas #DefendBicol,@khryssaranas,2023-03-09T04:20:00.000Z,"""we’re not against modernization, but the extension provided for franchise consolidation is like giving candy to a crying child.""#notojeepneyphaseouthttps://bulatlat.com/2023/03/09/in-bicol-drivers-operators-united-against-jeepney-phaseout/…",,5,12,2,positive
Retched,@itsRetched,2023-03-09T03:44:10.000Z,#notojeepneyphaseout,1.0,1,1,0,neutral
,@199XLAUV,2023-03-09T03:43:07.000Z,"saw a vid on tiktok abt two jeepney drivers arguing kase yung isa pumasada kahit na ongoing pa rin yung jeepney strike. just like what the comment said, hindi ko alam kung saan ako maiiyak bcs they both have valid points :(#notojeepneyphaseout",1.0,16,80,0,neutral
Fangirl ATM,@TweetPatrols,2023-03-09T03:30:43.000Z,"so 2million na lang pala ang iipunin ng mga jeepney drivers.. aja, unity! mema lang… 4k ang boundary na hinihingi ng ibang coop kung hindi mo personally uutangin ang unit.  4k  ewan na lang kung di kayod kalabaw na sila talaga nun #notojeepneyphaseout",,,,-1,negative
Edimar,@EdimarDangkay,2023-03-09T03:30:04.000Z,hshahahshahahahshahahshahajahaha nasa unahan ako ng jeep tas biglang nalaglag galing sa bulsa ni manong driver yung ebut nya hahaha #notojeepneyphaseout vibes vibes lang tayo manong labyu,3.0,,1,-1,negative
SET ME FREE READY TO BE PH 2023,@achancewithoutc,2023-03-09T03:23:52.000Z,"di porket nag rarally eh ayaw na nila ng modernization, they simply asking for assistance & consideration. #notojeepneyphaseout #yestojeepneymodernization",,,,-1,negative
cheng,@misfitxiao,2023-03-09T03:23:08.000Z,:(( #notojeepneyphaseout,1.0,,,0,neutral
oWo,@Hollabelschuchu,2023-03-09T03:22:07.000Z,replying to @noelception,,,8,0,neutral
nxt.-.fr.sleee,@SaekooMxchi,2023-03-09T03:19:19.000Z,"#notojeepneyphaseout guys, we need to stop this. the government is planning to remove jeepneys. idk why tho? it’s part of our filipino culture and part of what the philippines is knows about will be removed. i’m devasted and disgusted by the fact that the government will do this.",,,,0,neutral
JM,@jm_a_ada,2023-03-09T03:16:16.000Z,bearing = jeep#notojeepneyphaseout,2.0,,3,0,neutral
JohnDere || Pagod na po,@ItsJohnDereUwU,2023-03-09T03:12:08.000Z,#notojeepneyphaseout,,1,3,0,neutral
UP Manila CAS Student Council,@upmcassc,2023-03-09T03:09:52.000Z,nakipanayam ang konseho sa ilang mga mag-aaral ng kolehiyo upang malaman ang kanilang mga saloobin at pananaw ukol sa jeepney phaseout. narito ang kanilang mga ibinahagi.#notojeepneyphaseout,,3,4,-2,negative
Anakbayan Laguna,@AnakbayanLaguna,2023-03-09T02:46:04.000Z,"palayain ang piston alabang 3!malakas na ipinapanawagan ng anakbayan laguna ang kagyat na pagpapalaya kina rodel babao, jomer bayonito, at wilfredo cansino, at tuluyang ibasura ang kanilang mga gawa-gawang kaso.#freepistonalabang3#standwithourdrivers#notojeepneyphaseout",1.0,88,119,2,positive
gieselle,@snookyselle,2023-03-09T02:46:00.000Z,replying to @snookyselle and @maosgardener,,,1,0,neutral
,@int6wn,2023-03-09T02:38:35.000Z,just to drop #notojeepneyphaseout,,,3,0,neutral
Gen,@MentyGee,2023-03-09T02:37:52.000Z,strike pa rin ba?  hirap na hirap mag-commute this week.  #notojeepneyphaseout,,,,-3,negative
pawns,@iampawns,2023-03-09T02:33:49.000Z,you hold the highest positions of power but you don't have basic comprehension nor empathy. #notojeepneyphaseout,,,,0,neutral
sɪᴍᴇᴏɴ,@themyoonflores,2023-03-09T02:31:03.000Z,#notojeepneyphaseout,,,,0,neutral
sethistical,@micahDeezNutsu,2023-03-09T02:29:50.000Z,bro aint moving #notojeepneyphaseout ctto,,,1,0,neutral
Azaleamin,@Azaleamin09,2023-03-09T02:23:28.000Z,"modernization of jeepney can ruin not only our culture, but the jeepney driver na sa trabaho lang nayon umaasa at hindi afford ang pagpapalit nito.#notojeepneyphaseout",,,,1,positive
Adobong Sabaw,@AdobongSabaw1,2023-03-09T02:22:26.000Z,#notojeepneyphaseout,,,,0,neutral
Jamie_ArtVenue,@JamieArtvenue,2023-03-09T01:27:52.000Z,"to our jeepney drivers,we are with you!#notojeepneyphaseout",,1,2,0,neutral
Maria Juana,@lopologon,2023-03-09T01:26:17.000Z,ngayon lang ako nag bukas ng fb tas grabe dami parin pala di maka-intindi bakit nag strike para sa #notojeepneyphaseout,,,,-2,negative
Arvin Paulo,@arvinpaulo,2023-03-09T01:21:51.000Z,#notojeepneyphaseout pero #yestojeepneydriverphaseout lintik ang drift moves ng mga walangya lalo na pag rush hour ,,,,0,neutral
e,@iriiilin,2023-03-09T01:20:22.000Z,paano na kaming nagtatambol sa jeep?#notojeepneyphaseout,,,1,0,neutral
TEAM KIEFER RAVENA,@TeamKiefer15,2023-03-09T01:17:02.000Z,para sa mga mamamayang lumalaban. #notojeepneyphaseout #notopuvphaseout,1.0,8,24,0,neutral
itlog,@mj13dg,2023-03-09T01:09:16.000Z,replying to @alealevu8,1.0,,1,0,neutral
𝖗𝖊𝖓𝖟𝖊𝖑𝖑,@damnrensel,2023-03-09T01:06:57.000Z,grabe na ang transport strike di na valid ang student discount  #notojeepneyphaseout,,1,2,-1,negative
shooky,@byulyawa,2023-03-09T01:06:40.000Z,ang good vibes ni manong jeepney driver kanina par hindi tinted sasakyan ko tapos katabi ko yung jeep habang red yung stoplight biglang nagkatinginan kami tapos ang lawak ng ngiti ni kuya yung sincere ba nakakaiyak nakumpleto niya agad araw ko eh kaya #notojeepneyphaseout,1.0,1,5,1,positive
g • 아포방포10,@__svtofjune,2023-03-09T01:05:16.000Z,i'm liking this class topic wc my hs cousin is attending rn tackling abt the #notojeepneyphaseout. ,,,,0,neutral
ashii,@ystla_,2023-03-09T00:57:47.000Z,#notojeepneyphaseout,,,,0,neutral
FLORES DE MOTHERFUCKING MAOY,@dependesau,2023-03-09T00:47:14.000Z,spread the word. let it be known. qrt/rt these so all people will be aware how shit this pseudo-leader is.si obet martin ay taksil sa mga jeepney drivers at operators.#notojeepneyphaseout,,16,48,-1,negative
CitizenCass,@CitizenCass,2023-03-09T00:42:51.000Z,"imo, pwede namang systematic yung pag phase out.#yestojeepneymodernization#notojeepneyphaseout ** no to abrupt jeepney phaseout",,,4,0,neutral
Keah,@Distelledwater,2023-03-09T00:37:26.000Z,#notojeepneyphaseout,,1,4,0,neutral
ae,@heesmajesty,2023-03-09T00:11:05.000Z,replying to @heecretwonpriv,1.0,,1,0,neutral
el• |STREAM SACRIFICE!!,@Mntzk_carteu,2023-03-08T23:59:38.000Z,"what if ginawa lang yung issue ni ""bea""  para takpan yung #notojeepneyphaseout  issue",,,,-3,negative
el• |STREAM SACRIFICE!!,@Mntzk_carteu,2023-03-08T23:58:45.000Z,#notojeepneyphaseout,,,,0,neutral
gie,@goldielovess,2023-03-08T23:55:39.000Z,"basta ang alam ko sumakay ako ng jeep tas nagbayad ng 22 petot. hahahaha. pero oyy, parang rides sa amusement park sinakyan ko tumatalbog kahit patag ang daan e  #notojeepneyphaseout",1.0,,1,-1,negative
FJ Morales,@jewelstormzy,2023-03-08T23:51:19.000Z,#notojeepneyphaseout ,,,,0,neutral
Ana Mae Joy,@anamaejoyb,2023-03-08T23:43:14.000Z,tawang tawa ako dun sa #notojeepneyphaseout but #yestobbmsaraphaseout ,,,,0,neutral
clayra,@aireiau,2023-03-08T23:39:06.000Z,good morning pilipinass! #notojeepneyphaseout,,,,1,positive
mayka,@maykamaykaba,2023-03-08T23:33:07.000Z,palakasin ang panawagan! palayain ang piston alabang 3!iligal na inaresto noong march 7 ang tatlong tsuper sa kalagitnaan ng transport strike sa muntinlupa city terminal. #freepistonalabang3#notojeepneyphaseout,,64,110,0,neutral
akd⁵,@thoughtsofandie,2023-03-08T23:03:08.000Z,#notojeepneyphaseout ,,,,0,neutral
BAYAN USA,@BAYAN_USA,2023-03-08T22:56:11.000Z,jeepney drivers just launched a successful 2-day strike to protest the public utility vehicle (puv) modernization program. but the fight is not over! support our jeepney drivers by donating to the strike fund: http://tinyurl.com/jeepneystrikefund…! #notojeepneyphaseout #notopuvphaseout,2.0,13,21,1,positive
Kyle Gamana,@kyle_efdzhi,2023-03-08T22:08:42.000Z,replying to @theadtan,,,,0,neutral
Bruce from the brushwood thicket,@24Arlter,2023-03-08T22:06:40.000Z,concern for environment?new jeepneys will still produce pollution that'll still affect people's health.eyesore? it's an insignia of philippines  since 1950's & greatly plays in our culture.chaos on the roads? better program is needed.#notojeepneyphaseout#ildaunggoy https://twitter.com/ilda_talk/status/961775747986681856…,1.0,,2,1,positive
dazed and confused,@eskeiakoli,2023-03-08T20:46:21.000Z,replying to @king_perceval and @springtamige,,,,0,neutral
dazed and confused,@eskeiakoli,2023-03-08T20:45:12.000Z,replying to @libsrasp and @springtamige,,,,0,neutral
dazed and confused,@eskeiakoli,2023-03-08T20:42:23.000Z,#notojeepneyphaseout,,,,0,neutral
Rubeauti,@Rubeauti,2023-03-08T20:23:32.000Z,i #supportpresidentbbm to resign#notojeepneyphaseouthttps://youtu.be/gt-xcsy-h8g,,,1,0,neutral
Lydia Lao believes #JomaTerorista.,@PCubeServices8,2023-03-08T20:16:28.000Z,replying to @gydavao1,,,,0,neutral
gali,@galiarchives,2023-03-08T18:40:48.000Z,supposedly exams is f2f pero due to strike was held online nalang so #notojeepneyphaseout,,,,-1,negative
훈,@yoursonlyenha,2023-03-08T18:29:36.000Z,#notojeepneyphaseout#yestobbmphaseout,,,,0,neutral
kamji,@Kamieeeeeeeep,2023-03-08T18:26:21.000Z,#notojeepneyphaseout yung mapeh at esp teacher ko nalang  i-phase out nyo pls,1.0,,,0,neutral
Ryse C (Reputation era),@_ryse27,2023-03-08T18:23:08.000Z,#notojeepneyphaseout,,,,0,neutral
kang,@imdanicaroque,2023-03-08T18:21:55.000Z,#notojeepneyphaseout,,,2,0,neutral
໊t,@tinstax,2023-03-08T18:13:28.000Z,#notojeepneyphaseout,,,,0,neutral
Rossu!,@rossuworks,2023-03-08T18:06:34.000Z,"medyo late na lods pero ayan#notojeepneyphaseout i guess it's fine if the drivers wouldnt have to pay shittons of money just to get a new ""jeep"", also pls keep the classic look of the jeepneys. it's what makes them jeepney in the first place. just put the euro 4 engine init",,2,11,5,positive
mygs boogyu selca haver,@boogyuton,2023-03-08T17:55:16.000Z,replying to @kwonjagi,1.0,,1,0,neutral
timotheo.,@plastiquery,2023-03-08T17:40:38.000Z,replying to @brutallzed,,,1,0,neutral
yanz,@yannahjci_,2023-03-08T17:39:06.000Z,replying to @itzligayaaa,,,1,0,neutral
yanz,@yannahjci_,2023-03-08T17:37:40.000Z,replying to @itzligayaaa,1.0,,1,0,neutral
sofia,@loushinelove,2023-03-08T17:34:50.000Z,replying to @ideasecond,,,,0,neutral
HUBBY BOBBY,@BobbyHubbyyy,2023-03-08T17:24:17.000Z,#notojeepneyphaseout ,,1,1,0,neutral
꩜,@s0uldecay,2023-03-08T17:23:30.000Z,"babae ka, hindi basta babae lang!#notojeepneyphaseout",3.0,,5,-1,negative
LIA *:･ﾟ✧*:･ﾟ | semi ia,@migorengnidrei,2023-03-08T17:23:11.000Z,#notojeepneyphaseout but #yestodreamchaserphaseout ,,,5,0,neutral
yel,@4myuno,2023-03-08T17:21:13.000Z,#notojeepneyphaseout,,,,0,neutral
마리안,@direkiane,2023-03-08T17:08:06.000Z,"parang awa niyo na!!! mas okay ang jeep talaga. dahil sa isang linggong jeepney strike, isang linggo din akong magbubook ng angkas, back and forth yan makapasok sa work at makauwi lang ng bahay. #notojeepneyphaseout",,1,2,0,neutral
.princess dyanne,@nathaliechlc,2023-03-08T17:01:02.000Z,#notojeepneyphaseout,,,,0,neutral
khokonut,@Munchkins_0_o,2023-03-08T16:58:15.000Z,#notojeepneyphaseout dapat mga gbf na hindi alam ang boundary at asal gf ang phina-phaseout pati mga lalakeng nang-abala sa buhay tapos hindi naman pala kayang panindigan hahahaha again #notojeepneyphaseout,,,,-3,negative
Edward #RejectMarcosDuterte,@__Aquaaaa,2023-03-08T16:56:02.000Z,"""wala, mawawalan na kami ng trabaho.""""yung mayaman, lalong yayaman diyan.  kami na mahirap lalong maghihirap.""#notojeepneyphaseout",,16,39,1,positive
d,@825wons,2023-03-08T16:55:55.000Z,maraming salamat sa patuloy na pakikiisa sa laban ng mga jeepney drivers  #notojeepneyphaseout,,,1,0,neutral
𝒋𝒂𝒄𝒒𝒖𝒆𝒔,@jacquesmaj,2023-03-08T16:55:09.000Z,belated hbd sa aking paboritong pisces. ikaw ang pangarap kong maka holding hands sa jeep kaya #notojeepneyphaseout,,,,1,positive
Shy⨾ Ni-ki's Bungeo-ppang,@Ni_kibabie,2023-03-08T16:45:27.000Z,"hi everyone!  if you have money to spare, let's support this fundraising project for the jeepney drivers. any amount is highly appreciated.  rt to spread#notojeepneyphaseout",,1,3,1,positive
,@kvhrys,2023-03-08T16:27:14.000Z," 20. again, #notojeepneyphaseout !",1.0,,6,0,neutral
,@_marayayay,2023-03-08T16:23:00.000Z,#notojeepneyphaseout pag tlaga tinanggal niyo wala ng mababasa sa papuntang trabaho every 06/24,,,3,1,positive
,@_marayayay,2023-03-08T16:21:20.000Z,#notojeepneyphaseout pls lang punyetang gobyernong to,1.0,,1,0,neutral
,@kvhrys,2023-03-08T16:18:09.000Z, 17. #notojeepneyphaseout !,1.0,1,5,0,neutral
fan acc para kay japoy,@asul4j,2023-03-08T16:15:32.000Z,#notojeepneyphaseout,,,,0,neutral
MEEMOO,@Spacemeemoo,2023-03-08T16:14:32.000Z,will also post some organizations where you can donate if you won’t be able to mint  thank you!#notojeepneyphaseout,,1,2,1,positive
doss,@glyzatienza_,2023-03-08T16:13:46.000Z,replying to @loorikyoie,1.0,,,0,neutral
Anakbayan UP Baguio,@anakbayanupb,2023-03-08T16:13:00.000Z,#iwwd2023#abantebabae#womensmonth2023#notojeepneyphaseout#notocharterchangebuong pahayag: https://facebook.com/100066679837634/posts/pfbid0l8grhudcfc1qyculp1up73jhtrjxklzxa8syp2cvdvw8be2smxcdssvgdwtbrutel/?mibextid=cr9u03…,,,1,-1,negative
Ava Max (On Tour Finally),@dawnquixote_,2023-03-08T16:12:25.000Z,yes#notohomophobia#notoracism#notosexism#notojeepneyphaseout,,,4,0,neutral
cob,@cobbv_,2023-03-08T15:51:14.000Z,"idk pero ang bobo neto. not because the majority are supporting the #notojeepneyphaseout we’re all against. it’s not about the jeepney modernization, it’s about the terms and subsidies. they are not ready for that. madaling sabihin yung presyo and in reality mahirap syang bayaran",2.0,2,5,2,positive
ꔛ FML IS HERE & MY DEMON IS COMING ‧₊˚,@aintryl_,2023-03-08T15:48:37.000Z,"sa sitwasyon na ‘to. walang masisisi sa mga action nila. i mean, for long-term effect ang ipinaglalaban ng isa tapos ang isa naman ay ang pangangailangan niya gayon na rin ang pamilya niya. kaya please lang, #notojeepneyphaseout. isipin naman sana ng mga nasa itaas ang epekto+",1.0,,,1,positive
loona duchannes,@homework4eva,2023-03-08T15:39:51.000Z,#notojeepneyphaseout yup. hindi po ako bbm supporter. ew.,1.0,,,-1,negative
dar #JoinNDMOs,@itzmehdarlita,2023-03-08T15:18:30.000Z,"isa si manong sa nakausap namin kanina, at abot tainga ang kanyang ngiti no'ng marinig niya na i-rereview ng malacañang ang policies sa puv phaseout. patuloy na naniniwala at naninindigan si manong na pakikinggan ang kanilang mga panawagan!#notojeepneyphaseout",1.0,,8,1,positive
dar #JoinNDMOs,@itzmehdarlita,2023-03-08T15:18:27.000Z,"#notojeepneyphaseouta thread:polyeto pakat series: 2nd day (030823)bago mag-obr, pumunta ulit kami saglit sa mga terminal upang mamolyeto patungkol sa jeepney phaseout at ibalita sa mga tsuper, operators, at komyuters ang update tungkol sa dayalogong naganap sa malacañang.",1.0,3,37,2,positive
dyanne,@arcicol4,2023-03-08T15:13:39.000Z,#notojeepneyphaseout,,,,0,neutral
Rogelio Cerna,@cerroger13,2023-03-08T15:10:04.000Z,ang tahimik ng paradahan #notojeepneyphaseout,,,,1,positive
@jpncess_hatdog II HP¹⁴¹,@jpncess_hatdog II HP¹⁴¹,2023-03-08T15:08:10.000Z,replying to @andrjpvstr,,,1,0,neutral
reiko ★,@kusuroll,2023-03-08T14:54:08.000Z,#notojeepneyphaseout malala,,,,-1,negative
cha``,@seryosoo,2023-03-08T14:49:46.000Z,she said #notojeepneyphaseout ! https://twitter.com/jisoophoric/status/1633473847407308800…,,,,0,neutral
karl #MarcosMamamatayTao,@eicvsfascism,2023-03-08T14:48:47.000Z,"kaya wala siyang alam pagdating sa mga isyu ng transportasyon, eh. panay eroplano. panay junket. di man lang sumakay ng jeep kahit isang beses.#notojeepneyphaseout",,4,30,1,positive
Catherine Reyes,@khate0817,2023-03-08T14:46:32.000Z,#notojeepneyphaseout,,,,0,neutral
Francis,@immmrealrae,2023-03-08T14:45:46.000Z,"#notojeepneyphaseout , grabe na yung pamumuno ng mga gobyerno hindi man lang naawa sa mga jeepney driver, paano kung ayon na lang yung pinagkukunan nila ng kaperahan para sa pang araw-araw na pangangailangan ng kanilang pamilya?",,,,-1,negative
Sol,@_gwynethmay,2023-03-08T14:45:26.000Z,#notojeepneyphaseout,,,,0,neutral
CONGRATULATIONS basTITE,@daphmaldi,2023-03-08T14:45:04.000Z,"please watch this vid about 2 jeepney drivers having a misunderstanding, sobrang sad ng both sides  #notojeepneyphaseout napaka-fucked up ng paligid",,,,0,neutral
mika,@kaiudpota,2023-03-08T14:44:32.000Z,#notojeepneyphaseout,,,,0,neutral
𝕵.𝕬. #𝕯𝖊𝖛𝖊𝖑𝖔𝖕𝖒𝖊𝖓𝖙𝕱𝖔𝖗𝕬𝖑𝖑,@jamontalbs,2023-03-08T14:43:07.000Z,"ipapaalala lang natin ito no. sumakay kayo sa neoliberal na patakaran ukol sa jeepney modernization noong panahon ni duterte. ngayong umaalma ang mga tsuper dahil sa hindi makatarungang transisyon sa modernisasyon ng mga jeepney, bigla kang babanat ng ganyan? #notojeepneyphaseout",1.0,98,276,-2,negative
PinPin10,@PinPin103,2023-03-08T14:42:47.000Z,"bobo. hirap sa inyo kasi ng mga kakampwet andami nyong nakikisakay sa #notojeepneyphaseout, pero hanggang ingay lang kayo, alam ng mga yan n ginagamit nyo lang cla, pati ba naman jan mag 123 pa kayo?",,,,-2,negative
Erin★,@__erinclaire,2023-03-08T14:32:49.000Z,#notojeepneyphaseout,,,,0,neutral
singkit but filo,@filokristsingto,2023-03-08T14:30:23.000Z,#notojeepneyphaseout,,2,3,0,neutral
The Wasted Wanderer,@_wastedwanderer,2023-03-08T14:27:34.000Z,replying to @michael550265,,,1,0,neutral
,@q_zephella,2023-03-08T14:26:15.000Z,#notojeepneyphaseout@yesha_quimora,2.0,1,4,0,neutral
☆_☆,@jawnuhree,2023-03-08T14:25:43.000Z,mas nindot jud magchika at the same time mag overthink sa jeep#notojeepneyphaseout,,1,2,0,neutral
Gabriela YOUTH Davao,@gydavao1,2023-03-08T14:24:27.000Z,—ug burukrata kapitalismo na mao nagapatay sa katungod sa kababayenhan ug sa katawhan. #internationalwomensday#labananangabuso#sahoditaaspresyoibaba#notomandatoryrotc#notojeepneyphaseout#youngwomenfightback,,,1,0,neutral
frg.ct,@_khatyyy,2023-03-08T14:22:46.000Z,#notojeepneyphaseout ,,,,0,neutral
kayla,@i43sm,2023-03-08T14:20:32.000Z,eh nag ka strike putangina may pasok na daw bukas tapos oc padin pala #notojeepneyphaseout,,,,-2,negative
ai iro,@C9Atari,2023-03-08T14:07:36.000Z,"sa mga nakaupo nasa gobyerno, tupadin ang tungkulin ninyo dahil ibinoto kayo ng taong-bayan.lahat tayo ay damay. mapa jeepney driver or commuters. #notojeepneyphaseout",,,1,-1,negative
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-08T14:07:32.000Z,"namahagi rin ng mga polyeto at stickers, nangalap ng pirma para sa petisyon, at nagsabit ng banners ang mga ito na may panawagan na itigil ang nakaambang phaseout sa mga puv.basahin ang buong pahayag: https://facebook.com/100077984853136/posts/pfbid0jfazs1elowsk5zx2uwef8knlbwtgvppufei1bx8oq4v4lb85xvkypp844rj2pketl/?app=fbl… (2/2)#notojeepneyphaseout#notopuvphaseout",,,3,-1,negative
Kabataan Partylist Bulacan,@KPL_Bulacan,2023-03-08T14:07:13.000Z,bulacan kalampagan (day 3)look: nagtungo ang mga kabataaan sa marilao ngayong araw upang kumustahin ang lagay ng mga tsuper sa nasabing bayan. (1/2)#notojeepneyphaseout#notopuvphaseout,1.0,6,17,0,neutral
raw,@biyahae,2023-03-08T14:04:42.000Z,#notojeepneyphaseout,1.0,,4,0,neutral
Glaiza Lee,@zieewu,2023-03-08T13:56:37.000Z,replying to @jrdimacalinta,,,,0,neutral
alas tres,@auqsachem,2023-03-08T13:55:58.000Z,#notojeepneyphaseout,,,1,0,neutral
xtina,@crnivq,2023-03-08T13:55:03.000Z,saw a tiktok vid na pinipilit nung isang driver yung isa pang driver na wag pumasada at sumama sa strike para ipaglaban sila pero sabi ng latter dumilihensya lang daw sya ng pang-almusal  broke my heart parehong may pinaglalaban #notojeepneyphaseout,,,7,-1,negative
Ian Lawrence,@ilaw_,2023-03-08T13:54:56.000Z,#notojeepneyphaseout,,,4,0,neutral
inumaki,@renzysivan,2023-03-08T13:53:24.000Z,#notojeepneyphaseout,,,,0,neutral
a,@i_nniemeenie,2023-03-08T13:52:58.000Z,#notojeepneyphaseout,,,,0,neutral
dedx,@inglesngkawali,2023-03-08T13:52:33.000Z,#notojeepneyphaseout ,,,1,0,neutral
kalats,@kalatnijyulli,2023-03-08T13:46:26.000Z,#notojeepneyphaseout,,,,0,neutral
kuya.mo.juswa,@juswant2beyours,2023-03-08T13:43:47.000Z,miss ko na sumakay sa jeep tas pati ikaw syempre hwhahahaha#notojeepneyphaseout,,,3,0,neutral
īra | ★⁵,@abouttaynew,2023-03-08T13:43:10.000Z,replying to @allfortaynew_,1.0,,,0,neutral
ㅂ,@jihlemonade,2023-03-08T13:41:46.000Z,whahahwhwhahshshshshwhwhwhw #notojeepneyphaseout,,,,0,neutral
Jecky,@jrc_mcmy,2023-03-08T13:37:37.000Z,i just leave it here. #notojeepneyphaseout https://twitter.com/onlyfans_zan/status/1632990040518434816…,,,,0,neutral
harvelyn namamalimos ng ticket,@harvelyyyn,2023-03-08T13:34:32.000Z,"pang umabot sa makakatalo nya ang kapwa driver nya. parehas may punto at parehas may pinagdadaanan #notojeepneyphaseout pls lang, maawa kayo sa mga driver, tatay, anak.",,,1,0,neutral
karencopper,@ikenkenkaren,2023-03-08T13:34:08.000Z,"hi all, i'm planning to sell my bts collections and donate the proceeds to the farmers in my town and legit jeepney org who are supporting our drivers here in mm. what legit transpo org can you recommend?#notojeepneyphaseout#helpourfarmers",,,2,1,positive
chicken sandwich sa mcdo,@numeiun,2023-03-08T13:33:05.000Z,"parehong tama, walang makikitang mali sa statements nila kasi both opinions are valid. ang tanging mali dito ay ang desisyon ng gobyerno, kung patuloy silang hindi makikinig sa boses ng taong bayan. wala ring patutunguhan ang pinaglalaban ng isa't isa. (2/2)#notojeepneyphaseout",,,1,-3,negative
chicken sandwich sa mcdo,@numeiun,2023-03-08T13:33:04.000Z,#notojeepneyphaseoutthis vid from tiktok is really heartbreaking. parehong silang jeepney driver; yung isa dumedilihensya para may makain at yung isa naman lumalaban para sa karapatan nilang mga driver. (1/2),1.0,,2,1,positive
rardo,@hotbitterwater,2023-03-08T13:31:03.000Z,bakit kelangan na mapilitan silang magkaroon ng strike para lang mapakinggan ang mga boses nila when the modernization should be carefully planned and mabigyan ng konsiderasyon ang mga jeepney drivers in the first place? alam na yata natin ang sagot dito. #notojeepneyphaseout,,,1,-1,negative
tine,@qtynpai,2023-03-08T13:18:43.000Z,#notojeepneyphaseout,1.0,,1,0,neutral
dale,@twitnidale,2023-03-08T13:18:20.000Z,"""tabi, tabi, dadaan kami!""#internationalwomensday#notojeepneyphaseout",,,,0,neutral
사브,@thelifeIine,2023-03-08T13:17:22.000Z,replying to @orphicpen,,,1,0,neutral
Seannn,@SeeaannMichael,2023-03-08T13:17:15.000Z,#notojeepneyphaseout -educational purposes only,,,1,0,neutral
kimmy ･ᴗ･ captain shotaro,@mmyreligion,2023-03-08T13:15:40.000Z,napakamot ulo ako don sa nag comment sa post ko about #notojeepneyphaseout sa fb. nalalate daw sya dahil sa mga drivers…. ang gago next time maghanap syanv flying carpet,,,2,-1,negative
ًlili,@uaapgfnini,2023-03-08T13:13:15.000Z,beep beep beep ang sabi ng jeep #notojeepneyphaseout !!,,,1,0,neutral
ꜱɪᴍᴏɴᴇ,@Seemoanee,2023-03-08T13:11:53.000Z,#yestojeepneymodernization#notojeepneyphaseout,,,8,0,neutral
ᴊᴀɴ,@jhxvii,2023-03-08T13:11:48.000Z,"kung ngayong week na sana exam edi tapos na sana huhu. byw, #notojeepneyphaseout pa rin pooo.",,,3,0,neutral
Kara Taripe,@kara_taripe,2023-03-08T13:08:02.000Z,"i am a filipino (), so i think it's better if they won't replace jeepneys with something iconic. even though jeepneys are old fashioned in philippines, it was more than that in our minds and hearts.#notojeepneyphaseout",,,1,2,positive
波風まいね (司波),@sharmainebyeol,2023-03-08T13:04:15.000Z,#notojeepneyphaseout,,,,0,neutral
ferrous,@f3rr0us,2023-03-08T13:04:05.000Z,update: umiiyak:< #notojeepneyphaseout,,,,0,neutral
reiko,@mondaymanfairy,2023-03-08T13:01:26.000Z,my bedroom and jeep kaya #notojeepneyphaseout,,,,1,positive
FuturePedia MD,@hiram_ryu,2023-03-08T13:00:51.000Z,mga kakaiba at makakaaliw na paganaps kaya dapat talaga #notojeepneyphaseout .ctto,,2,17,1,positive
ㅂ,@habs_igop,2023-03-08T13:00:49.000Z,as in ambango nya talaga sa kili kili guys kanina pa nagpapawis kili kili q tas nung inamoy ko ambango bango parin #notojeepneyphaseout,1.0,,2,1,positive
UP Materials Science Society,@UPMSS,2023-03-08T13:00:03.000Z,para po! what’s the talk about jeepney modernization? catch up on this week’s wisdom wednesday!read more: https://tinyurl.com/ww2223-37#wisdomwednesday #materialsscience#notojeepneyphaseout#jeepneymodernization,,9,11,1,positive
TenderJuicy,@_hatdog_mo_,2023-03-08T12:49:09.000Z,#notojeepneyphaseout,,,,0,neutral
An Gel,@mhiss_angel,2023-03-08T12:46:17.000Z,"sigaw ng mga tsuper, operator, at mananakay ng pedro gil, no to jeepney phaseout!#notojeepneyphaseout",,15,65,-1,negative
,@kvsyujin,2023-03-08T12:46:06.000Z,bakit kailangan pang jeep ang pwede iphase out? pwede namang iphase out yung mga teacher na hindi nagtuturo pero nagbibigay ng maraming gawain#notojeepneyphaseout #yestoteachertamadmagturophaseout,1.0,1,1,0,neutral
