Username,Handle,Timestamp,Tweet,Replies_Count,Retweet_Count,Likes_Count,,,
Jason del Rosario,@fauxillustrado,2023-03-06T03:00:53.000Z,"Medyo nakakaurat yung tungkol sa #jeepneyphaseout yung tigil pasada, pero laging binabalik ng iba diyan sa mga politikong “sinayang natin”",,,1,,,
HighPower,@highpower2016,2023-03-06T02:50:41.000Z,"Salamat sa lahat ng JEEPNEY DRIVERS! Mabuhay po kayo. Lalaban tayo  

PARA SA MGA JEEPNEY DRIVERS | ISANG JEEP DANCE COVER
- https://fb.watch/j5300OJcmL/

#NoToJeepneyPhaseout #NoToPUVPhaseout #jeepneyphaseout #jeepneystrike #JeepneyPhaseoutIbasura #Jeep #Highpower2016",,,,,,
JethBro #KayLeniKasado,@jetrs_snaps,2023-03-06T02:40:49.000Z,"Stay strong, mga jeepney drivers!
Kasama niyo kami sa laban

#jeepneyphaseout not necessary! 
#NoToJeepneyPhaseout",,,2,,,
RyZa,@htebazyr,2023-03-06T02:10:33.000Z,My students can relate well sa jeepney modernization issue today because of one article that I let them read and create a position paper about it. #jeepneyphaseout what’s your position?,,,,,,
𝓖𝓵𝔂𝓷 ♡,@brave_soul1013,2023-03-06T01:22:14.000Z,Haysss legit n wala mga jeep! #jeepneyphaseout,,,,,,
cc,@iannejorj,2023-03-06T00:59:18.000Z,brief context of the #JeepneyPhaseout ,,,,,,
Mauricio,@AtheeHeureux27,2023-03-06T00:54:53.000Z,Yung climate change activist ka pero hindi ka pabor sa #JeepneyPhaseOut ,,,,,,
AMOR,@amor_lovesblue,2023-03-06T00:42:49.000Z,"nakakatawa lang ang daming problema ng Pilipinas pero mga jeepney yung napagtripan. 

#NoToJeepneyPhaseout 
#jeepneyphaseout",,,,,,
OTEP,@joroquid89,2023-03-06T00:41:58.000Z,Bayad nga po.  #NoToJeepneyPhaseout  #jeepneyphaseout,,,,,,
Zion Ryan Cruz,@zryanverse,2023-03-06T00:40:29.000Z,"Mahirap kasi ayaw nila intindihin. 

It’s their way or the highway. Absolute. Not a democracy. No middle ground. No looking at alternatives. No consensus. 

#jeepneyphaseout #jeepneystrike",2,1,11,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:22:00.000Z,No to #jeepneyphaseout,,,,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:21:17.000Z,No to #jeepneyphaseout,,,2,,,
Little Misis Kulet,@KuletMisis,2023-03-06T00:20:28.000Z,No to #jeepneyphaseout,,,,,,
Miss Go,@miriamgracego,2023-03-06T00:13:15.000Z,"LIST: Schools shifting to online classes due to weeklong transport strike
https://rappler.com/nation/list-schools-shifting-online-classes-due-transport-strike-march-6-12-2023/… via 
@rapplerdotcom
 #JeepneyPhaseout",,,,,,
Carl,@rcarlneri,2023-03-06T00:05:48.000Z,Moving too slow? Philippines has the best transportation in the world… the universe rather.  #TransportStrike #Traffic #jeepneyphaseout #jeepneystrike,,,,,,
Ellis Pepper,@EllisPepper18,2023-03-05T21:52:45.000Z,"Kung si Leni sana ang naging presidente, hindi sana nagdudusa ang ating mga jeepney drivers. #jeepneyphaseout #JeepneyPhaseoutIbasura #leni",,,,,,
Dissenting Voice,@voxdissentiens,2023-03-05T20:55:35.000Z,"Divide and conquer. Davao city drivers won't participate in nationwide transport strike against #jeepneyphaseout So, hindi sila mga komunista tulad ng paratang ni Sara Duterte sa mga lalahok ngayong araw?",2,,4,,,
,@_miggypot29,2023-03-05T20:09:08.000Z,"https://tribune.net.ph/2023/03/05/long-overdue-modernization/…

#jeepneyphaseout",,14,52,,,
,@_miggypot29,2023-03-05T19:36:04.000Z,"hindi lahat ng pabor sa #JeepneyPhaseOut eh may mga sariling sasakyan. 

fyi, napag iiwanan na po tayo.. matutong makisabay sa pagbabago. hindi pwedeng gobyerno palagi mag a-adjust para sa inyo.",8,21,108,,,
Ph Trending Videos,@phtrendingvideo,2023-03-05T17:36:01.000Z,"GALIT NA GALIT SI SEN. RAFFY TULFO SA LTFRB TUNGKOL SA PUV MODERNIZATION PROGRAM

#RaffyTulfoInAction #ltfrb #puvmodernization #jeepneyphaseout #JeepneyModernizationProgram #NoToJeepneyPhaseout",,2,2,,,
francisnoel corros,@francisnoelcor1,2023-03-05T17:18:42.000Z,"WE SUPPORT THE JEEPNEY DRIVER 
#NoToJeepneyPhaseout 
#jeepneyphaseout 
#JeepneyPhaseoutIbasura",,1,,,,
ًciel ; sunoo birthmonth ^^,@yceksn__,2023-03-05T16:52:49.000Z,"Replying to 
@STAYGENEby_HART",1,,1,,,
Duday Mariano - Pangilinan,@romwald23,2023-03-05T16:16:51.000Z,"Kapag natuloy ang #jeepneyphaseout paano nalang kapag may nagrevive ng kanta ni 
@YengPLUGGEDin
 na Jeepney Love Story? Paano gagawa ng music video?  Kaya dapat ibasura yan dahil ayoko nang pumara kahit san mapunta, ayoko nang pumara pag ikaw ang kasama ! #JeepneyLoveStory",,,,,,
titawilonah,@titawilonah,2023-03-05T13:38:49.000Z,"YES to #JeepneyPhaseout.
NO to abrupt implementation.",,,,,,
Chip,@_CLo14,2023-03-05T13:37:07.000Z,"I mean, seriously, why can't this God-forsaken government do good with this transport modernization program? Why leave them in debt?

On the other hand, can't these PUV drivers not be a headache on the road and follow traffic rules?

#jeepneyphaseout",,,,,,
Meg,@mxgtxrrxs,2023-03-05T13:32:08.000Z,Yoga gid ni bala mga privileged people nga wala pakialam sa #jeepneyphaseout bi nio di kamo madalahig haw,,,,,,
Yupitda3rd,@yupitda3rd,2023-03-05T11:51:05.000Z,"Hello, jeepney drivers. Dapat kasi ibinoto nyo yung naranasan ang mag jeep. Hindi yung baby pa lang, may tsuper at alalay na. Can I say, magdusa kayo? 

#jeepneyphaseout",,,1,,,
LovelyJoy,@elbunuen,2023-03-05T10:38:39.000Z,Masyadong may mga privileged kasi kaya di iniisip yung effect ng #jeepneyphaseout  ng biglaan. Hindi laang po mga jeepney drivers apektado pati mga kagayang nagwowork at may mga students pa na ang way of transpo lang ay Jeep. Haaaaays ,,,1,,,
Anjiólina,@neuroAnjiolina,2023-03-05T10:25:23.000Z,"Iloilo actually has modernized jeepneys.

Don't remove the jeepneys, as they are crucial to Filipino cultural identity. But I am in favor of modernization because I don't want to romanticize the suffering of those who ride in traditional jeepneys. #jeepneyphaseout",2,7,65,,,
1sambayan_lakan,@1sambayan_lakan,2023-03-05T08:10:57.000Z,"KOMUNISTA! 
Ayan ha, nanggaling na mismo sa bibig ng nanununtok nyong DepEd secretary. Hindi mo na nga inasahang tumulong, kinondena ka pa! #GinustoNyoYan #SWOH #JeepneyPhaseout",3,12,39,,,
Imani,@EmmeriGil,2023-03-05T08:00:34.000Z,"Pwede din naman mag hanap ng ibang kabuhayan ang mga jeepney drivers right? #jeepneyphaseout is actually a good thing kasi ma so-solve nito ang problema ng traffic, how about lets call out pres. And vice pres na bigyan nalang ng work ang jeepney drivers? ++",1,1,,,,
1sambayan_lakan,@1sambayan_lakan,2023-03-05T07:39:36.000Z,JEEPNEY strike? Magtiis kyo kung hindi sya maka-relate. Maging anak kb naman ng #1 na MAGNANAKAW as verified by Guinness World Records.  Magkano lang ba ang bagong jeep kumpara sa countless limousines na sinakyan ni #alamano ?  #jeepneyphaseout #weakleader,,13,24,,,
@pauloinmanila and 99 others,@pauloinmanila and 99 others,2023-03-05T07:36:39.000Z,"#jeepneyphaseout: ""Dapat yung policy natin, should make sure na yung pinakamaliit. Hindi siya maiiwan"" - 
@lenirobredo
 

#NoToJeepneyPhaseout",116,"4,036",10.6K,,,
Patrick,@patrickleonardr,2023-03-05T07:18:07.000Z,"What tf were they doing since 2017? Did the jeepney groups plan this out?  raise capital, get investors, etc? I’d like to see their 5-year strat plan leading up to the 2023 phaseout deadline… they act like school kids ranting over their homework come morning #jeepneyphaseout",,,1,,,
Mel Panabi,@melpanabi,2023-03-05T07:02:41.000Z,"May tigil pasada bukas. Para lang maliwanag, may silbi ang rally. Hindi sya para lang mamerwisyo. Sana yung mga driver na ganun yung pananaw marealize nila to. #tigilpasada #jeepneyphaseout #jeepney #jeepneystrike",,,,,,
IAmIntrovert_mj,@n4n4daim3,2023-03-05T06:00:43.000Z,"Replying to 
@ABSCBNNews",,,,,,
J Laspuña,@g0odriot,2023-03-05T04:51:56.000Z,"NO TO #jeepneyphaseout 

Yes to clearing out the criminals and corrupt government officials.",,,,,,
Kristo,@marcboni,2023-03-05T03:20:44.000Z,"Sadly, poor Filipino voters are like sex workers; their votes were bought, no one thought this was about love #jeepneyphaseout #ModernJeepney #jeeps",,,,,,
Kristo,@marcboni,2023-03-05T03:20:35.000Z,"Replying to 
@nuelleduterte",,,,,,
Kristo,@marcboni,2023-03-05T02:13:45.000Z,"Tomorrow we will see excellent traffic flow; the solution is to take out chaotic Kamote drivers from the roads 
@MMDA
 @jdeakin72
 #LikeSingapore #jeepneyphaseout",,,,,,
Nico Silvano,@pinpoint015,2023-03-05T01:46:14.000Z,YES to #jeepneyphaseout,,,,,,
tasha,@pppowfu,2023-03-05T01:19:08.000Z,Idk what this is but im boosting ig  it needs you to connect your wallet or whatever someone try it cause i wont anyway #NoToJeepneyPhaseout #jeepneyphaseout #BLACKPINK_BORNPINKENCORE #ShingekiNoKyojin #StopWillowProject https://twitter.com/_Lucilu__/status/1632188258791694336…,,,,,,
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:40:26.000Z,"Dearest Mayor Magalong. Huwag niyo naman sanang i-frame na ""personal interest"" lang ang pagtutol sa #JeepneyPhaseout. Ito ay para sa interest ng pamilya ng mga jeepney drivers at higit lahat ay para sa interest ng commuting public.",1,15,46,,,
Komand Dante #DefendCordilleraPh,@DutifulComrade,2023-03-05T00:14:23.000Z,"Ang aga-aga ha. Madumbsht Sarah Duterte, para lang po sa kaalalaman ninyo, libu-libong estudyante po ang umaasa sa kanilang magulang na jeepney driver. Since sinusuportahan mo ang #JeepneyPhaseout, itinutulak niyo na rin ang libu-libong estudyante na huminto sa kanilang pag-aaral",1,2,5,,,
Cristoffer,@Dywnceex,2023-03-04T20:46:19.000Z,The sad part about the #jeepneyphaseout is that most of the jeepney drivers voted for our president.,,,,,,
Czarina Thana,@aglipay_nicole,2023-03-04T13:54:07.000Z,"I know a lot of people are overthinking because school has been suspended for 1 week again, what if is in my mind now like what if it will be like before when it was said that there was only 2 weeks without school but it turned into 2 years
#philippine
#jeepneyphaseout",,,,,,
Mayon Go,@go_mayon,2023-03-04T12:24:08.000Z,"chance to save some money to buy these expensive vehicles. They may have given time by extending the deadline, but TH, they don't even support or remind these drivers to buy the vehicle. #jeepneyphaseout #NoToJeepneyPhaseout",,,,,,
@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,@𝙡𝙚𝙢𝙪𝙚𝙡𝙖𝙜𝙪𝙚𝙩𝙚,2023-03-04T09:18:22.000Z,"No to #JeepneyPhaseOut. Sasakay pa si 
@ChaeunwooTH
 ng jeep at kakain pa siya sa 
@Jollibee
 ",,,,,,
rai ✩,@b1aobei,2023-03-04T06:53:52.000Z,"hiii! how is everyone? 

꒰collecting responses for school purposes꒱
what are your insights on the #jeepneyphaseout and the tigil pasada movement?",,,1,,,
Aleksandra,@Queerwulf3,2023-03-04T06:15:49.000Z,"Yes to #jeepneyphaseout 
Dasurv. Most of them are sexist who voted based on gender anyway.",,,,,,
Officer Mon,@DatingSegundo,2023-03-04T05:40:52.000Z,"Since hot issue sa ngayon ang jeepney modernation, na apektado hindi lang mga dribers and operators, pati na din ang commuters, panuorin natin ang dati nang sagot ni FVP Atty. 
@lenirobredo
 ukol dito.
 [1]
 #LeniRobredo #jeepneyphaseout
#AngatBuhay 
ctto",2,4,11,,,
BULGAR,@bulgarofficial,2023-03-04T03:37:36.000Z,"Ano’ng sey mo sa hirit na 94% ng tsuper, atras sa tigil-pasada?

#HugotMoShareMo #bulgaronline #isyuatusapin #bulgar #LTFRB #phaseout #JeepneyPhaseout #PUVModernization",,,,,,
Jessa,@JessaSalvador98,2023-03-03T17:00:34.000Z,"GUSTO NIYO MAG LOAN ANG MGA DRIVERS NG MALAKI PARA SA MODERNISED JEEPNEY. E KUNG YUNG PERA DYAN SA MAHARLIKA FUNDS SANA ITINULONG NIYO NALANG DITO!!! 
#jeepneyphaseout #JeepneyPhaseoutIbasura
#marcossinungaling",,1,3,,,
"ross, RN",@MakDonaldsss,2023-03-03T15:32:26.000Z,I felt in his eyes the worry of tomorrow at the same time the will to continue working so that he can provide food for his family tonight. It's painful to watch the news but seeing it first hand brings unexplainable pain and dismay. #jeepneyphaseout #JeepneyPhaseoutIbasura,,,,,,
eclipse,@Ayshootinz,2023-03-03T14:50:31.000Z,no to #jeepneyphaseout,,,1,,,
Dey!,@DeyMongji0710,2023-03-03T14:28:15.000Z,"5 yrs ago pa pala yan PUV Modernization Program hahahaha https://youtube.com/watch?v=1lfDPzK_azI…
#NoToJeepneyPhaseout #jeepneyphaseout",,,,,,
Lan Guo 蓝郭,@bluedwall,2023-03-03T11:33:56.000Z,#JeepneyPhaseout,,,,,,
Xavier Mandreza,@joshmandreza,2023-03-03T10:30:38.000Z,"#JeepneyPhaseout This is a stupid proposal, I don't care what the reasons are. Most of our jeepney drivers are below the #poverty line 
@ltfrb
 @LTFRB_Official
 @ltfrbph
 as a #commuter myself they simply cannot afford the costs of those e-jeepney upgrades. #compassion",,,,,,
Empress K,@EmpressKxxx,2023-03-03T10:21:12.000Z,"Oplan: Libreng Sakay of City of Manila on Monday, March 6

: Manila Public Information Office / Facebook

#JeepneyPhaseOut",,2,5,,,
GreatCzar Digital,@GCzarDigital,2023-03-03T09:45:29.000Z,Usap-usapan ngayon sa social media ang #NoToJeepneyPhaseOut bilang pagtutol sa nakatakdang pag-aalis ng mga traditional #Jeepney sa kalsada. Sang-ayon ka ba sa planong ito? #JeepneyPhaseout,,,,,,
girlwhohasnoname,@vaporub_viks,2023-03-03T09:16:55.000Z,"di tinitigilan yung #JeepneyPhaseout napaka anti-poor ng administrasyon talaga na to, yung jeepney na karag karag nalang muna sana yung tulungan nyo!!! 

PANO KAMI PAPASOK NYAN? ano maglakad ako ng 15kms??? shuta",,,1,,,
Cjay,@tian_cjay,2023-03-03T09:16:47.000Z,"So paano ngayon yan? Sana pakinggan kayo ng Pangulo sa mga hinaing nyu, ano? #jeepneyphaseout",1,18,69,,,
~,@piniritongutot,2023-03-03T07:45:47.000Z,#JeepneyPhaseoutIbasura #jeepneyphaseout,,,,,,
Alli |,@Jelo_twt,2023-03-03T04:49:55.000Z,Blaming the victims of this #JeepneyPhaseOut will not help the situation. You’re only putting salt in the wound. Use your platform to call out the government and fulfill its purpose to serve the Filipino people.,,1,9,,,
Tough Love,@toughlove48,2023-03-03T03:09:16.000Z,"I don't have anyone in my circle who are associated with jeepney drivers so I can say idgaf about #jeepneyphaseout. 

I've had lots of petty experiences with regard to jeepney drivers & their handling of payment when I still rode them so this is just desserts afaic.",2,,2,,,
Citizen JUAN,@CitizenOnePH,2023-03-03T02:26:06.000Z,"Papalitan mo nga ng modern jeepney pero kung sila-sila rin ang mag-drive eh di ganun pa din. Bago lang pero gitgitan pa din, stop anywhere, load/unload anywhere, hintay ng pasahero anywhere, etc. #jeepneyphaseout",,,,,,
Citizen JUAN,@CitizenOnePH,2023-03-03T02:23:20.000Z,"Replacing old jeeps with new ""modern"" jeepneys will not solve our transport & traffic problems. What we need to do is to replace them with more efficient modes of mass transport. #jeepneyphaseout",1,,,,,
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-02T16:13:01.000Z,"companies that produce mini bus 
instead of E-Jeep. Secondly, ordinary jeepney drivers can't afford the cost of a new E-Jeep, that must be revised too to be affordable. 

They need a very huge budget if they want to hurry the transition to a cleaner energy. #jeepneyphaseout",,,,,,
Jomarie Sauquillo,@ItsMeGrayKnight,2023-03-02T16:13:00.000Z,"(1) Regarding the issue of #jeepneyphaseout, LTFRB must maintain the original design of our classic Jeepneys and incorporate the upgrades like cctv, digital money like beep, gcash etc. for E-Jeep 

it is feasible. the problem is they're teaming up with",1,,1,,,
Ⓗⓔⓐⓣⓗⓔⓡ,@weeabhoe,2023-03-02T15:19:25.000Z,"Mas malaki ang maidudulot na problema ang #JeepneyPhaseout. Bukod sa madaming mawawalan ng hanapbuhay, maari din silang kumapit sa patalim (e.g., d**g selling, theft).",1,,,,,
Kleiderman,@Kleiderman_17,2023-03-02T13:33:34.000Z,I am so in favor of this move. Those #jeepney vehicles are a death trap for the environment.  #jeepneyphaseout,,,,,,
Jomar Carpena,@jomarcarpena,2023-03-02T12:53:26.000Z,"Do I want newer, more efficient,  public utility vehicles? Yes.

Do I want my fellow Filipinos who are already poor to be buried in debt? Of course not.

I swear, the public transportation system here in the Philippines sucks on all levels.

#jeepneyphaseout",,,1,,,
Ysla Carmen,@YslaCarmen,2023-03-02T12:50:46.000Z,"Angeles City Leader posted this in line with the Jeepney Nationwide Strike
#JeepneyNationwideStrike #jeepneyphaseout",,,,,,
doc,@_aeaix,2023-03-02T09:33:03.000Z,"kanina, nung nakasakay ako sa jeep habang pauwi galing sa bayan ng lucena, kinausap ako nung driver tungkol sa #JeepneyPhaseout at ito ang ilan sa mga salitang binitawan niya:",1,1,7,,,
Officer Mon,@DatingSegundo,2023-03-02T08:54:01.000Z,"Dear Mrs DUMPER Partylist Representative,

Sana sa panahong may problema ang sektor ng pampublikong transportasyon lalo na ang jeepneys sana ay maramdaman ka naman namin.

Partylist for Drivers and Commuters kayo diba?

Nagpapaalala,

Pinoy sa laylayan
#jeepneyphaseout
 ctto",,,3,,,
FERDINANDAYA,@Homeboy56581258,2023-03-02T07:05:53.000Z,Kinakatawan niya sa Kongreso ang mga drayber ng mga pampublikong sasakyan. Bakit ang tahimik nito sa issue ng #JeepneyPhaseout?,99,326,"1,292",,,
Megan Rowling,@meganrowling,2023-03-01T17:21:52.000Z,"#Philippines trade unions say the #jeepneyphaseout programme will result in ""wholesale disenfranchisement"" of small operators and is a form of state violence toward informal passenger #transport workers who live a hand-to-mouth existence #JustTransition | 
@MariejoRamosINQ
 reports",,2,3,,,
Politiko Watch,@PolitikoWatch,2023-03-01T13:47:14.000Z,"Hindi makatao: Senators call for suspension of jeepney phaseout
https://youtube.com/watch?v=pmMtO_18m5c…
@senatePH
 
#senators
#jeepneyphaseout
#suspension 
#transportmodernization 
#Philippinejeepney
@GolezPrince",,,,,,
isme morebasheaur,@mubashiding,2023-02-28T16:31:25.000Z,"#Philippines
#jeepneyphaseout",,,,,,
Basty,@basty1117,2023-02-28T14:35:02.000Z,No to #jeepneyphaseout!,,,,,,
Team_PIA,@OfficialSenPia,2023-02-28T14:25:54.000Z,"Sen 
@piacayetano
: the #jeepneyphaseout program runs counter to PH's commitment to fulfill several #SDGs including: SDG 1 (No Poverty), SDG 8 (Decent Work and Sustainable Growth); & SDG 11 (Sustainable Cities & Communities). #WATCH https://fb.watch/iZNY3kjWsf/",,1,1,,,
The Wasted Wanderer,@_wastedwanderer,2023-02-28T07:57:39.000Z,"Between now and the last time someone proposed #jeepneyphaseout or the PUV modernization program and it was opposed by the transport sector, was anything even done to address their concerns?",,,,,,
"bollard enjoyer, alipores #1",@goodkidbikecity,2023-02-06T02:00:17.000Z,The logic behind the #JeepneyPhaseout deadline is literally to force a crisis where it becomes illegal to operate old jeepneys so drivers cannot work are forced to sell out to big corporations with capital. There is an obstinate refusal to give jeepney drivers anything,1,,162,,,
Reycel Hyacenth Nacario Bendaña,@hyabendana,2023-02-06T01:22:36.000Z,"Ito ang kinakagalit ko sa #JeepneyPhaseout deadline

Di tayo makausad kasi di naman nagbibigay nang makatarungang suporta ang gobyerno.

So transport groups end up begging for extension after extension after extension. Nagmumukha tayong noncompliant kahit gobyerno ang may sanib.",4,289,951,,,
Jahbz,@jahzeel_c,2020-08-28T15:53:26.000Z,"After sleepless nights, pwede ko na siya ilabas at inaalay ko itong project sa cpar para sa mga jeepney drivers na mawawalan ng kabuhayan lalo na ngayong pandemya.

#jeepneyphaseout
#artph",3,41,91,,,
